001.06.02.01;050038;Armação p/ concreto;KG;7,12
001.06.02.02;011294;Cimbramento de madeira p/ h até 3,00 m;M3;34,92
001.06.02.03;011217;Cimbramento metálico com altura até 3,50m;M3;40,37
001.06.02.04;050037;Desforma;M2;3,41
001.06.02.05;050036;Forma  c/ madeira branca;M2;70,63
001.06.02.06;050281;Forma para concreto em chapa de madeira compensada para estruturas especiais (formas curvas e/ou alturas elevadas);M2;107,42
001.06.02.07;050043;Formas para concreto em chapa de madeira compensada plastificada e=15mm (REAP 2x);M2;50,82
001.06.02.08;050041;Formas para concreto em chapa de madeira compensada resinada e=15mm (REAP 1x);M2;72,08
001.06.02.09;050035;Formas para concreto em chapa de madeira compensada resinada e=15mm (REAP 2x);M2;46,25
001.06.03;;--> PILARES:;;
001.06.03.01;050225;Pilar em mad. de lei 20x20cm(incl.bl.conc.ciclópico);UN;399,60
001.06.03.02;050217;"Pilar em mad. de lei 4""x4""(incl.bl.conc.ciclópico)";UN;174,10
001.06.03.03;050216;"Pilar em mad. de lei 6""x6""(incl.bl.conc.ciclópico)";UN;290,40
001.06.03.04;050219;"Pilar em mad. de lei 8""x4""(incl.bl.conc.ciclópico)";UN;246,10
001.06.03.05;050055;Pilar em mad.de lei tipo sanduíche(incl.chumb/bl.concr.ciclópico);UN;372,11
001.07;;PAREDES E PAINEIS:;;
001.07.01;060187;Alvenaria bloco de cimento maciço;M2;65,48
001.07.02;060660;Alvenaria de elevação c/bloco de vidro 20x20x10cm;M2;518,55
001.07.03;060498;Alvenaria de tijolo refratário (11,4 x 2,5 x 22,9cm);M2;585,53
001.07.04;060256;Alvenaria em pedra preta argamassada;M3;433,63
001.07.05;060247;Alvenaria estrutural articulada armada;M2;169,37
001.07.06;060046;Alvenaria tijolo de barro a cutelo;M2;42,05
001.07.07;060045;Alvenaria tijolo de barro a singelo;M2;56,21
001.07.08;060043;Cobogó de cimento 20x20x10cm;M2;170,27
001.07.09;060661;Cobogó de vidro 10x10x20cm;M2;997,46
001.07.10;061356;Divisória de MDF c/ laminado;M2;119,29
001.07.11;061355;Divisória de PVC;M2;172,29
001.07.12;061359;Divisória Divilux pefil alumínio / miolo celular -P/V/P;M2;118,29
001.07.13;061352;Divisória Divilux perfil em aluminio/miolo celular (painel cego);M2;98,29
001.07.14;061459;Divisória em gesso acartonado acústica e=9cm;M2;134,03
001.07.15;061460;Divisória em gesso acartonado acústico e=11cm;M2;143,24
001.07.16;061354;Divisória em gesso acartonado e= 7cm;M2;94,83
001.07.17;061357;Divisória em gesso acartonado e= 9cm;M2;98,36
001.07.18;061358;Divisória em gesso acartonado e=11cm;M2;108,92
001.07.19;061502;Divisória em gesso acartonado Painéis duplos W112;M2;132,38
001.07.20;060813;Divisória em granito cinza - incl. ferrag. de fixação;M2;465,10
001.07.21;060812;Divisória em granito preto - Incl. ferragens de fixação;M2;587,10
001.07.22;061461;Divisória em MDF sem laminado;M2;93,29
001.07.23;061353;Divisória naval perfil em aço/miolo celular;M2;88,29
001.07.24;060659;Elemento vazado 1/2 tijolo 13x10x8cm;M2;115,20
001.07.25;060212;Elemento vazado 1/2 tijolo 15x15x10cm;M2;91,07
001.07.26;061088;Elemento vazado pré-moldado 40x40x7cm;M2;125,09
001.07.27;070739;Fechamento de empena com veneziana em mad.de lei;M2;277,34
001.07.28;060597;"Fechamento de vão c/ tela fo go fio 10 # 2""";M2;344,78
001.07.29;060702;Painel - tipo Reynobond (Incl. estrutura em metalon);M2;539,90
001.07.30;061458;Painel em ACM - Estruturado (fachadas);M2;392,90
001.07.31;060183;Painel em ch.compens. c/ laminado melaminico (c/ estrut. mad.);M2;203,60
001.07.32;060184;Painel em ch.compens. c/ laminado melaminico 2 lados (c/estru mad.);M2;276,29
001.07.33;060185;Painel em ch.compens. Duraplac (c/estrut. mad.);M2;141,14
001.07.34;060186;Painel em ch.compens. e=10mm (c/ estrut. mad.);M2;118,33
001.07.35;060351;Painel em tabuas macheadas - 1 face;M2;61,07
001.07.36;060215;Parede em madeira de lei revestida 2 faces;M2;121,68
001.07.37;061501;Placa cimentícia c/ verniz de acabamento (incl. acessórios de fixação);M2;132,10
001.07.38;061087;Recomposição de alvenaria - Instalação de pontos;M2;33,27
001.08;;COBERTURA:;;
001.08.01;;--> ESTRUTURA:;;
001.08.01.01;070308;Encaibramento e ripamento;M2;39,53
001.08.01.02;070052;Estrutura em mad. lei p/ telha de barro - pç. serrada;M2;67,03
001.08.01.03;070051;Estrutura em mad. lei p/ telha de barro - pç.aparelhada;M2;74,48
001.08.01.04;070053;Estrutura em mad.p/ chapa fibrocimento - pc. aparelhada;M2;47,28
001.08.01.05;070054;Estrutura em mad.p/ chapa fibrocimento - pc. serrada;M2;42,17
001.08.01.06;070736;Estrutura em madeira de lei p/telha asfaltica - pc. aparelhada;M2;73,69
001.08.01.07;070735;Estrutura em madeira de lei p/telha asfaltica - pc. serrada;M2;66,08
001.08.01.08;071360;Estrutura metálica p/ cobertura - (Incl. pintura anti-corrosiva);KG;13,89
001.08.01.09;071361;Estrutura metálica p/ cobertura - 2 águas-vão 20m;M2;141,90
001.08.01.10;071362;Estrutura metálica p/ cobertura - 2 águas-vão 30m;M2;149,01
001.08.01.11;071495;Estrutura metálica p/ cobertura - 2 águas-vão 40m;M2;155,24
001.08.01.12;071492;Estrutura metálica p/ cobertura em arco-vão 20m;M2;129,63
001.08.01.13;071493;Estrutura metálica p/ cobertura em arco-vão 30m;M2;137,47
001.08.01.14;071494;Estrutura metálica p/ cobertura em arco-vão 40m;M2;144,47
001.08.01.15;070827;Lambrequim de madeira de lei aparelhada;M;32,76
001.08.01.16;070614;Mão francesa em mad. de lei (padrao SEDUC);UN;190,93
001.08.01.17;070510;Ripamento;M2;17,07
001.08.01.18;070785;Ripamento para sub cobertura (manta);M2;23,41
001.08.01.19;070195;Tesoura em mad. de lei p/ vao de  6.0m;UN;935,98
001.08.01.20;070194;Tesoura em mad. de lei p/ vao de  8.0m;UN;1.375,68
001.08.01.21;070193;Tesoura em mad. de lei p/ vao de 12.0m;UN;2.402,90
001.08.02;;--> TELHAMENTO:;;
001.08.02.01;070030;Cobertura - telha aluminio trapezoidal e= 0,5mm;M2;46,75
001.08.02.02;070711;Cobertura - telha asfáltica;M2;64,26
001.08.02.03;070708;Cobertura - telha de aluminio ondulada e=0,5mm;M2;48,43
001.08.02.04;070049;Cobertura - telha de barro paulista ou planatex;M2;60,53
001.08.02.05;071498;Cobertura - Telha de fibrocimento e=4mm;M2;38,89
001.08.02.06;070047;Cobertura - telha de fibrocimento e=6mm;M2;51,18
001.08.02.07;070169;Cobertura - telha de fibrocimento e=8mm;M2;51,10
001.08.02.08;070172;Cobertura - telha de vidro;M2;846,72
001.08.02.09;071465;Cobertura - telha em aço galvanizado e=0,5mm;M2;39,49
001.08.02.10;070057;Cobertura - telha fibrotex e=4mm;M2;26,09
001.08.02.11;070048;Cobertura - telha kalhetao e=8mm;M2;194,02
001.08.02.12;070056;Cobertura - telha maxiplac e= 6mm;M2;81,01
001.08.02.13;070058;Cobertura - telha plan;M2;50,41
001.08.02.14;070675;Cobertura - telha translucida fibra de vidro;M2;62,23
001.08.02.15;071363;Cobertura em policarbonato fumê - Incl. estr. metálica;M2;325,00
001.08.02.16;071364;Cobertura em policarbonato Incolor- Incl. estr. metálica;M2;288,00
001.08.02.17;071510;Cobertura -Telha termoacústica e=30mm chapa chapa com isolamento em poliuretano;M2;132,74
001.08.02.18;071497;Cobertura -Telha termoacústica e=30mm chapa filme com isolamento em poliuretano;M2;112,74
001.08.03;;--> CALHAS / CUMEEIRAS:;;
001.08.03.01;070277;Calha em chapa galvanizada;M;41,64
001.08.03.02;070316;Calha em PVC (1/2 cana d= 100mm);M;47,47
001.08.03.03;070031;Cumeeira aluminio e = 0,8 mm;M;51,86
001.08.03.04;070712;Cumeeira asfaltica;M;27,46
001.08.03.05;070287;Cumeeira de barro;M;18,63
001.08.03.06;071466;Cumeeira em aço galvanizado;M;33,71
001.08.03.07;070029;Cumeeira em fibrocimento e=6mm;M;40,51
001.08.03.08;070059;Cumeeira plana fibrotex e=4mm;M;12,90
001.08.03.09;070241;Encaliçamento de telha ceramica (beiral e cumieira);M;8,74
001.08.03.10;070294;Rincão em chapa galvanizada - l=1,0m;M;24,71
001.09;;IMPERMEABILIZAÇÕES /TRATAMENTOS:;;
001.09.01;080676;Aplicação de Carbolástico sobre concreto (2 demãos);M2;18,48
001.09.02;080314;Aplicação de Igol A sobre conc./alv. (3 demãos);M2;19,76
001.09.03;080678;Aplicação de Sika Top - 107 sobre concreto/alvenaria/ferragem;M2;54,81
001.09.04;080028;Descupinização;M2;5,92
001.09.05;080313;Impermeabilização com Vedacit (normal);M2;13,28
001.09.06;080152;Impermeabilização de jardineiras (Igol 2 + Sika 1);M2;51,87
001.09.07;080151;Impermeabilização de lajes e calhas (Igolflex+Sika1);M2;83,47
001.09.08;080272;Impermeabilização de reservatorios (Igol A + Sika 1);M2;60,34
001.09.09;080293;Impermeabilização para baldrame(Igol 2 + Sika 1);M2;45,61
001.09.10;080153;Impermeabilização rebaixos banho./coz.(tinta asfaltica);M2;34,12
001.09.11;080300;Imunização p/madeira c/carbolineum;M2;4,68
001.09.12;081365;Junta de dilatação Fungenband - 12mm;M;40,21
001.09.13;081366;Junta de dilatação Fungenband - 20mm;M;44,71
001.09.14;080702;Manta asfáltica c/ filme de aluminio;M2;62,93
001.09.15;080704;Manta asfáltica SBS-3mm c/ filme de polietileno;M2;55,50
001.09.16;080703;Manta asfáltica SBS-4mm c/ filme de polietileno;M2;62,58
001.09.17;080782;Manta para sub cobertura e= 2mm;M2;23,87
001.09.18;080783;Manta para sub cobertura e= 5mm;M2;28,93
001.09.19;080784;Manta para sub cobertura e=10mm;M2;37,73
001.09.20;080273;Reboco impermeabilizante (c/ Sika 1);M2;31,51
001.10;;ESQUADRIAS:;;
001.10.01;;--> MADEIRA:;;
001.10.01.01;090805;Alizar em madeira de lei;M;13,55
001.10.01.02;090809;Caixilho em madeira de lei;M2;243,28
001.10.01.03;090065;Esquadria mad. e=3cm c/ caix. aduela e alizar;M2;503,09
001.10.01.04;090064;Esquadria mad. e=3cm c/ caixilho;M2;339,12
001.10.01.05;090524;Esquadria mad. venez. fixa c/ caix. simples;M2;373,46
001.10.01.06;090526;Esquadria mad. venez. fixa c/ caix. simples e alizar;M2;458,51
001.10.01.07;090525;Esquadria mad. venez. fixa c/caix. aduela e alizar;M2;523,36
001.10.01.08;090066;Esquadria mad. venez. moveis c/ caix. aduela e alizar;M2;616,06
001.10.01.09;090303;Esquadria mad. venez. moveis c/caix. simples;M2;458,31
001.10.01.10;090067;Esquadria. mad. venez. moveis c/ caix. simples e alizar;M2;546,50
001.10.01.11;090642;Janela em madeira lambrizada;M2;409,36
001.10.01.12;090201;Janela mad. tipo basculante c/ caix. simples;M2;274,48
001.10.01.13;090527;Janela mad. tipo de correr c/ caix. simples;M2;394,06
001.10.01.14;090641;Porta em madeira lambrizada;M2;368,76
001.10.01.15;090062;Porta mad. compens. c/ caix. aduela e alizar;M2;416,46
001.10.01.16;090304;Porta mad. compens. c/ caix. simples;M2;258,71
001.10.01.17;090061;Porta mad. compens. c/caix. simples e alizar;M2;346,90
001.10.01.18;090482;Porta mad. compens. revest. formica c/ caix. simples;M2;356,34
001.10.01.19;090242;Porta mad. de lei miolo lençol de chumbo;M2;886,89
001.10.01.20;090063;Porta mad. trabalhada c/ caix. aduela e alizar;M2;716,46
001.10.01.21;091505;Porta miolo madeira, acabamento em MDF c/ ferragens de abrir;M2;275,35
001.10.01.22;091506;Porta miolo madeira, acabamento em MDF c/ ferragens de correr;M2;218,58
001.10.02;;--> FERRO:;;
001.10.02.01;090069;Esquadria de ferro tipo basculante (incl. pint. anti-corrosiva);M2;246,78
001.10.02.02;090071;"Grade de ferro 1/2"" (incl. pint. anti-corrosiva)";M2;211,72
001.10.02.03;090621;"Grade de ferro 3/4"" (incl. pint. anti-corrosiva)";M2;394,72
001.10.02.04;090400;"Grade de ferro 5/8"" (incl. pint. anti-corrosiva)";M2;331,72
001.10.02.05;090619;"Grade de ferro 7/8"" (incl. pint. anti-corrosiva)";M2;417,72
001.10.02.06;090613;"Grade de ferro 7/8"" sec. quadrada espaçamento=10cm(incl. pint. anti-corrosiva)";M2;534,54
001.10.02.07;090825;Grade de ferro em metalom  (incl. pint.anti-corrosiva);M2;279,72
001.10.02.08;090402;Grade sanfonada (incl. pint. anti-corrosiva);M2;274,72
001.10.02.09;090070;Porta de aço-esteira de enrolar c/ferr.(incl.pint.anti-corrosiva);M2;358,56
001.10.02.10;090068;"Portão de ferro 1/2"" c/ ferragens (incl. pint. anti-corrosiva)";M2;230,31
001.10.02.11;090622;"Portão de ferro 3/4"" c/ ferragens (incl. pint. anti-corrosiva)";M2;421,31
001.10.02.12;090399;"Portão de ferro 5/8"" c/ ferragens (incl. pint. anti-corrosiva)";M2;404,31
001.10.02.13;090620;"Portão de ferro 7/8"" c/ ferragens (incl. pint. anti-corrosiva)";M2;438,31
001.10.02.14;090822;Portão de ferro em metalom (incl. pintura anti corrosiva);M2;314,54
001.10.02.15;091500;"Portão em grade c/ chapa de ferro 3/16"" - incl. ferragens e pintura antiferruginosa";M2;636,31
001.10.02.16;090623;Portão tubo/tela arame galv.c/ferragens(incl.pint.anti-corrosiva);M2;451,31
001.10.03;;--> OUTROS MATERIAIS:;;
001.10.03.01;091515;Esquadria basculante em vidro temperado de 10mm;M2;458,49
001.10.03.02;091517;Esquadria basculante em vidro temperado de 6mm;M2;312,48
001.10.03.03;091516;Esquadria basculante em vidro temperado de 8mm;M2;400,74
001.10.03.04;091381;Esquadria c/ venezianas de aluminio  anodizado preto c/ ferragens;M2;655,74
001.10.03.05;091380;Esquadria c/ venezianas de aluminio  natural c/ ferragens;M2;555,74
001.10.03.06;091376;Esquadria de alum.de correr c/ vidro e ferragens;M2;464,99
001.10.03.07;091383;Esquadria de alumínio anodizado preto basculante c/ vidro e ferragens;M2;524,99
001.10.03.08;091382;Esquadria de alumínio anodizado preto de correr c/ ferragens;M2;484,99
001.10.03.09;091375;Esquadria de alumínio basculante c/vidro e ferragens;M2;496,99
001.10.03.10;091514;Esquadria de correr em vidro temperado de 10mm;M2;442,49
001.10.03.11;091511;Esquadria de correr em vidro temperado de 6mm;M2;332,24
001.10.03.12;091512;Esquadria de correr em vidro temperado de 8mm;M2;371,09
001.10.03.13;091513;Painel fixo em vidro temperado de 10mm;M2;423,49
001.10.03.14;091509;Painel fixo em vidro temperado de 6mm;M2;313,24
001.10.03.15;091510;Painel fixo em vidro temperado de 8mm;M2;352,09
001.10.03.16;091518;Pele de vidro ( Painel fixo);M2;844,24
001.10.03.17;091519;Pele de vidro (painel móvel);M2;936,74
001.10.03.18;091377;Porta divilux 0.80x2.10m c/ferragens - c/ perfil de aluminio;UN;325,82
001.10.03.19;091378;Porta divisória Naval c/ ferragens - c/ perfil de aço;M2;275,58
001.10.03.20;091508;Porta em MDF revestida com laminado, com caixilho,alizar e ferragens de 0,8x2,10m;UN;791,71
001.10.03.21;090833;Porta em PVC 0.60 X 2.10 M;UN;137,05
001.10.03.22;090834;Porta em PVC 0.70 X 2.10 M;UN;147,05
001.10.03.23;091379;Porta em vidro temperado c/ ferragens -(sem mola);M2;470,82
001.10.03.24;091464;Portas em MDF (sob bancadas);M2;203,53
001.10.03.25;091507;Revestimento em Laminado melaminico (para Esquadria em MDF);M2;52,08
001.11;;VIDROS;;
001.11.01;161390;Vidro aramado;M2;257,05
001.11.02;161385;Vidro canelado e=3mm;M2;88,12
001.11.03;160202;Vidro fume e=4mm;M2;123,62
001.11.04;161400;Vidro laminado 8mm (4+4mm);M2;463,53
001.11.05;161384;Vidro laminado e=6mm (3+3mm);M2;288,12
001.11.06;160155;Vidro liso e=4mm;M2;97,37
001.11.07;160156;Vidro liso e=6mm;M2;144,62
001.11.08;160157;Vidro martelado e=4mm;M2;92,12
001.11.09;161389;Vidro temperado fume e= 6mm com ferragens;M2;187,05
001.11.10;161387;Vidro temperado fumê e= 8mm com ferragens;M2;227,05
001.11.11;161386;Vidro temperado fumê e=10mm com ferragens;M2;312,05
001.11.12;161394;Vidro temperado fumê e=12mm com ferragens;M2;382,05
001.11.13;161391;Vidro temperado incolor e= 6mm com ferragens;M2;177,05
001.11.14;161392;Vidro temperado incolor e= 8mm com ferragens;M2;214,05
001.11.15;161388;Vidro temperado incolor e=10mm com ferragens;M2;282,05
001.11.16;161393;Vidro temperado incolor e=12mm com ferragens;M2;377,05
001.12;;FERRAGENS:;;
001.12.01;;--> P/ PORTAS:;;
001.12.01.01;100816;Fechadura para porta de banheiro;UN;62,07
001.12.01.02;100817;Fechadura para porta externa;UN;77,07
001.12.01.03;100818;Fechadura para porta interna;UN;63,47
001.12.01.04;100819;Fecho para janelas de correr (bico de papagaio);UN;21,04
001.12.01.05;100228;Ferragens p/ porta de banheiro;CJ;113,52
001.12.01.06;100226;Ferragens p/ porta externa 1 fl.;CJ;136,37
001.12.01.07;100406;Ferragens p/ porta externa 2 fls. (c/ ferrolho);CJ;235,27
001.12.01.08;100227;Ferragens p/ porta interna 1 fl.;CJ;114,92
001.12.01.09;100405;Ferragens p/ porta interna 2 fls. (c/ ferrolho);CJ;249,95
001.12.01.10;100821;Ferrolho para porta e janela (média);UN;31,14
001.12.01.11;101274;Mola hidráulica para porta;UN;183,53
001.12.01.12;101273;Mola p/ porta de vidro;UN;537,05
001.12.01.13;101270;Puxador em alumínio - 30cm;UN;198,53
001.12.01.14;101271;Puxador em alumínio - 50cm;UN;258,53
001.12.01.15;101272;Puxador em alumínio - 80cm;UN;333,53
001.12.02;;--> P/ JANELAS:;;
001.12.02.01;100403;Ferragens p/ janela 1 fl. (c/ cremone);CJ;73,72
